"Title","Created","Site","Path","Search","Mod"
"Account Balance May 23","8/3/2023 10:22:55 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2023/Utility/Monthly Account Balance Reports/Account Balance May 23.pdf","Brady AND Peterson","8/3/2023 10:18:15 PM"
"Account Balance Jun 23","8/3/2023 10:23:05 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2023/Utility/Monthly Account Balance Reports/Account Balance Jun 23.pdf","Brady AND Peterson","8/3/2023 10:14:43 PM"
"Pages from 1982 AG Annual Report","7/27/2023 4:12:48 PM","https://postfallsidahoorg.sharepoint.com/sites/LegalDepartment","https://postfallsidahoorg.sharepoint.com/sites/LegalDepartment/Forms to Review/Legal Department/Attorney Notes & Research/Indemnification/Pages from 1982 AG Annual Report.pdf","Brady AND Peterson","7/27/2023 4:12:27 PM"
"2023 June July Current-Issue-PDF","6/13/2023 6:50:22 PM","https://postfallsidahoorg.sharepoint.com/sites/LegalDepartment","https://postfallsidahoorg.sharepoint.com/sites/LegalDepartment/Forms to Review/Legal Department/Attorney Notes & Research/2023 June July Current-Issue-PDF.pdf","Brady AND Peterson","6/6/2023 12:01:59 AM"
"Utility Online Payments Reconciliation 10-2022","3/31/2023 4:40:56 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Worksheets1/2023/April/Utility Online Payments Reconciliation 04-2023   (1).xlsx","Brady AND Peterson","4/28/2023 5:49:46 PM"
"Utility Online Payments Reconciliation 10-2022","3/2/2023 2:32:15 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Worksheets1/2023/February/Utility Online Payments Reconciliation 02-2023  .xlsx","Brady AND Peterson","4/19/2023 10:45:56 PM"
"Account Balance Mar 23","8/3/2023 4:59:37 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2023/Utility/Monthly Account Balance Reports/Account Balance Mar 23.pdf","Brady AND Peterson","4/10/2023 3:11:10 PM"
"Utility Online Payments Reconciliation 10-2022","3/2/2023 2:31:43 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Worksheets1/2023/March/Utility Online Payments Reconciliation 03-2023   (1).xlsx","Brady AND Peterson","3/31/2023 10:29:06 PM"
"Utility Online Payments Reconciliation 10-2022","11/1/2022 3:25:35 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Worksheets1/2023/November/Utility Online Payments Reconciliation 11-2023 .xlsx","Brady AND Peterson","3/22/2023 5:40:40 PM"
"May Deposit Listing - 6688.pdf","4/29/2021 4:38:06 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/May Deposit Listing - 6688 (ID 281404).pdf","Brady AND Peterson","3/2/2023 4:18:20 PM"
"March Deposit Listing - 1190.pdf","4/29/2021 4:37:54 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/March Deposit Listing - 1190 (ID 276611).pdf","Brady AND Peterson","3/2/2023 4:17:47 PM"
"January Deposit Listing - 5519.pdf","4/29/2021 4:37:24 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/January Deposit Listing - 5519 (ID 270484).pdf","Brady AND Peterson","3/2/2023 4:16:27 PM"
"April Deposit Listing - 3802.pdf","4/29/2021 4:36:18 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/April Deposit Listing - 3802 (ID 279130).pdf","Brady AND Peterson","3/2/2023 4:14:01 PM"
"September Account Balance Report - 7400.pdf","4/29/2021 4:35:25 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2018/Utility-Monthly Account Balance Reports/September Account Balance Report - 7400 (ID 349142).pdf","Brady AND Peterson","3/2/2023 4:11:57 PM"
"October Deposit Listing - 8410.pdf","4/29/2021 4:34:29 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/October Deposit Listing - 8410 (ID 263959).pdf","Brady AND Peterson","3/2/2023 4:09:24 PM"
"November Deposit Listing - 0554.pdf","4/29/2021 4:34:21 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/November Deposit Listing - 0554 (ID 265958).pdf","Brady AND Peterson","3/2/2023 4:09:05 PM"
"February Deposit Listing.pdf","4/29/2021 4:29:37 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/February Deposit Listing (ID 272586).pdf","Brady AND Peterson","3/2/2023 4:00:02 PM"
"December Deposit Listing - 3114.pdf","4/29/2021 4:29:00 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2016/Utility-Monthly Deposit Reports/December Deposit Listing - 3114 (ID 268250).pdf","Brady AND Peterson","3/2/2023 3:58:06 PM"
"August Account Balance Report - 5018.pdf","4/29/2021 4:26:43 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2018/Utility-Monthly Account Balance Reports/August Account Balance Report - 5018 (ID 347644).pdf","Brady AND Peterson","3/2/2023 3:54:52 PM"
"Sept US Account Balance Report - 0650.pdf","4/29/2021 4:23:28 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/Sept US Account Balance Report - 0650 (ID 374253).pdf","Brady AND Peterson","3/2/2023 3:47:27 PM"
"Oct Account Balance Report - 9496.pdf","4/29/2021 4:22:20 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/Oct Account Balance Report - 9496 (ID 351800).pdf","Brady AND Peterson","3/2/2023 3:45:17 PM"
"Nov US Account Balance Report - 9943.pdf","4/29/2021 4:22:10 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/Nov US Account Balance Report - 9943 (ID 373692).pdf","Brady AND Peterson","3/2/2023 3:45:01 PM"
"MAY US Account Balance Report - 0067.pdf","4/29/2021 4:21:41 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/MAY US Account Balance Report - 0067 (ID 373912).pdf","Brady AND Peterson","3/2/2023 3:44:20 PM"
"MARCH US Account Balance Report - 0043.pdf","4/29/2021 4:21:30 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/MARCH US Account Balance Report - 0043 (ID 373887).pdf","Brady AND Peterson","3/2/2023 3:43:52 PM"
"June US Account Balance Report - 4353.pdf","4/29/2021 4:21:09 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/June US Account Balance Report - 4353 (ID 368043).pdf","Brady AND Peterson","3/2/2023 3:42:45 PM"
"July US Account Balance Report - 6304.pdf","4/29/2021 4:20:59 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/July US Account Balance Report - 6304 (ID 370180).pdf","Brady AND Peterson","3/2/2023 3:42:20 PM"
"JAN US Account Balance Report - 9999.pdf","4/29/2021 4:20:29 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/JAN US Account Balance Report - 9999 (ID 373782).pdf","Brady AND Peterson","3/2/2023 3:41:31 PM"
"FEB US Account Balance Report - 0011.pdf","4/29/2021 4:19:12 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/FEB US Account Balance Report - 0011 (ID 373801).pdf","Brady AND Peterson","3/2/2023 3:38:58 PM"
"Dec US Account Balance Report - 9986.pdf","4/29/2021 4:18:09 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/Dec US Account Balance Report - 9986 (ID 373697).pdf","Brady AND Peterson","3/2/2023 3:36:07 PM"
"August US Account Balance Report - 8221.pdf","4/29/2021 4:15:22 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/August US Account Balance Report - 8221 (ID 372301).pdf","Brady AND Peterson","3/2/2023 3:33:22 PM"
"APRIL US Account Balance Report - 0053.pdf","4/29/2021 4:15:09 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2019/Utility-Monthly Account Balance Reports/APRIL US Account Balance Report - 0053 (ID 373892).pdf","Brady AND Peterson","3/2/2023 3:32:57 PM"
"Account Balance Feb 23","3/7/2023 6:26:34 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2023/Utility/Monthly Account Balance Reports/Account Balance Feb 23.pdf","Brady AND Peterson","3/1/2023 9:55:38 PM"
"Account Balance Dec 22","3/7/2023 6:26:34 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2023/Utility/Monthly Account Balance Reports/Account Balance Dec 22.pdf","Brady AND Peterson","2/13/2023 6:28:37 PM"
"Account Balance Jan 23","3/7/2023 6:26:33 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2023/Utility/Monthly Account Balance Reports/Account Balance Jan 23.pdf","Brady AND Peterson","2/13/2023 6:27:37 PM"
"Account Balance Nov 22","3/7/2023 6:26:32 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2023/Utility/Monthly Account Balance Reports/Account Balance Nov 22.pdf","Brady AND Peterson","2/13/2023 6:22:43 PM"
"Account Balance Oct 22","3/7/2023 6:26:32 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2023/Utility/Monthly Account Balance Reports/Account Balance Oct 22.pdf","Brady AND Peterson","2/13/2023 6:20:44 PM"
"Utility Online Payments Reconciliation 10-2022","12/31/2022 12:58:45 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Worksheets1/2023/January/Utility Online Payments Reconciliation 01-2023 .xlsx","Brady AND Peterson","2/3/2023 5:06:58 PM"
"Account Balance Aug 2022","2/1/2023 9:51:14 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Account Balance Aug 2022.pdf","Brady AND Peterson","2/1/2023 9:50:51 PM"
"Account Balance Aug 2022","2/1/2023 9:51:14 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2022/Utility-Monthly Account Balance Reports/Account Balance Aug 2022.pdf","Brady AND Peterson","2/1/2023 9:50:51 PM"
"Account Balance Sep 2022","2/1/2023 9:59:54 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Account Balance Sep 2022.pdf","Brady AND Peterson","2/1/2023 9:50:12 PM"
"Account Balance Sep 2022","2/1/2023 9:59:54 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2022/Utility-Monthly Account Balance Reports/Account Balance Sep 2022.pdf","Brady AND Peterson","2/1/2023 9:50:12 PM"
"Utility Online Payments Reconciliation 10-2022","12/1/2022 4:36:18 PM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Worksheets1/2023/December/Utility Online Payments Reconciliation 12-2023 .xlsx","Brady AND Peterson","1/20/2023 11:28:25 PM"
"Account Balance With As Of Date 6.30.22","1/20/2023 12:16:30 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments/Account Balance Jun 2022.pdf","Brady AND Peterson","1/20/2023 12:16:13 AM"
"Account Balance With As Of Date 6.30.22","1/20/2023 12:16:30 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/AuditDocuments1/2022/Utility-Monthly Account Balance Reports/Account Balance Jun 2022.pdf","Brady AND Peterson","1/20/2023 12:16:13 AM"
"328379_396939_Daily Cash Report - 12-20-2017.pdf","12/3/2022 10:54:50 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/328379_396939_Daily Cash Report - 12-20-2017.pdf","Brady AND Peterson","12/3/2022 10:54:50 AM"
"325871_394439_Daily Cash Report - 11-20-2017.pdf","12/3/2022 10:45:43 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/325871_394439_Daily Cash Report - 11-20-2017.pdf","Brady AND Peterson","12/3/2022 10:45:44 AM"
"320386_388960_Daily Cash Report - 9-8-2017.pdf","12/3/2022 10:23:44 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/320386_388960_Daily Cash Report - 9-8-2017.pdf","Brady AND Peterson","12/3/2022 10:23:45 AM"
"318947_387521_Daily Cash Report - 8-21-2017.pdf","12/3/2022 10:17:54 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/318947_387521_Daily Cash Report - 8-21-2017.pdf","Brady AND Peterson","12/3/2022 10:17:55 AM"
"308976_377547_Daily Cash Report - 4-21-2017.pdf","12/3/2022 9:38:40 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/308976_377547_Daily Cash Report - 4-21-2017.pdf","Brady AND Peterson","12/3/2022 9:38:40 AM"
"304136_372706_Daily Cash Report - 3-20-2017.pdf","12/3/2022 9:28:30 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/304136_372706_Daily Cash Report - 3-20-2017.pdf","Brady AND Peterson","12/3/2022 9:28:31 AM"
"300771_369341_Daily Cash Report - 2-21-2017.pdf","12/3/2022 9:19:43 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/300771_369341_Daily Cash Report - 2-21-2017.pdf","Brady AND Peterson","12/3/2022 9:19:44 AM"
"300147_368717_Daily Cash Report - 2-13-2017.pdf","12/3/2022 9:17:29 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/300147_368717_Daily Cash Report - 2-13-2017.pdf","Brady AND Peterson","12/3/2022 9:17:30 AM"
"298498_367070_Daily Cash Report - 1-23-2017.pdf","12/3/2022 9:11:10 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/298498_367070_Daily Cash Report - 1-23-2017.pdf","Brady AND Peterson","12/3/2022 9:11:10 AM"
"298224_366796_Daily Cash Report - 1-17-2017.pdf","12/3/2022 9:09:12 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/298224_366796_Daily Cash Report - 1-17-2017.pdf","Brady AND Peterson","12/3/2022 9:09:13 AM"
"298003_366575_Daily Cash Report - 1-12-2017.pdf","12/3/2022 9:08:18 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/298003_366575_Daily Cash Report - 1-12-2017.pdf","Brady AND Peterson","12/3/2022 9:08:18 AM"
"296201_364773_Daily Cash Report - 12-19-2016.pdf","12/3/2022 9:01:54 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/296201_364773_Daily Cash Report - 12-19-2016.pdf","Brady AND Peterson","12/3/2022 9:01:55 AM"
"293985_362557_Daily Cash Report - 11-21-2016.pdf","12/3/2022 8:54:11 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/293985_362557_Daily Cash Report - 11-21-2016.pdf","Brady AND Peterson","12/3/2022 8:54:12 AM"
"291902_360474_Daily Cash Report - 10-19-2016.pdf","12/3/2022 8:45:15 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/291902_360474_Daily Cash Report - 10-19-2016.pdf","Brady AND Peterson","12/3/2022 8:45:15 AM"
"291831_360403_Daily Cash Report - 10-17-2016.pdf","12/3/2022 8:44:27 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/291831_360403_Daily Cash Report - 10-17-2016.pdf","Brady AND Peterson","12/3/2022 8:44:28 AM"
"289970_358542_Daily Cash Report - 9-19-2016.pdf","12/3/2022 8:37:10 AM","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment","https://postfallsidahoorg.sharepoint.com/sites/FinanceDepartment/Budgetary_Docs_MFiles/289970_358542_Daily Cash Report - 9-19-2016.pdf","Brady AND Peterson","12/3/2022 8:37:11 AM"
